vel_x_norm,vel_y_norm,vel_x_max,vel_y_max
0.8746809,0.15067922,2.049622,0.9392019
0.9711741,0.17186697,2.3223662,1.125384
1.2711759,0.277087,2.891626,1.6778377
1.3038288,0.21337973,3.5205922,1.5259863
0.38681296,0.08173594,0.9886258,0.5304114
0.48382047,0.077374205,1.050098,0.45209584
0.46027806,0.08181401,1.1870455,0.5706393
0.85185146,0.13763607,2.8560183,1.0556443
0.4534479,0.07732989,1.1479578,0.51196927
0.24567762,0.043199252,0.5450566,0.2603769
1.4205604,0.20519765,4.4910502,1.7209697
0.8782516,0.15200001,2.384998,0.99117994
0.58613163,0.09922823,1.5125072,0.74731016
0.8078303,0.15183331,1.7522591,0.92364895
0.25682074,0.04590423,0.6055755,0.28452536
0.4003373,0.05761649,0.866532,0.36925942
1.1174161,0.25238046,2.6374516,1.5939682
0.77505594,0.14843765,1.7789477,0.89031756
0.5102634,0.081780665,1.0514872,0.4780508
0.54042083,0.092752814,1.1953609,0.5823114
0.22806154,0.03288988,0.5643764,0.25642398
1.000475,0.16889763,2.1321135,1.0156727
0.3000075,0.047370486,0.68352205,0.31901655
0.56172264,0.086863376,1.3701411,0.63266397
0.18160683,0.034364022,0.4482539,0.21123946
0.47921875,0.08504173,1.0452162,0.52596
1.1522897,0.18039933,2.5233202,1.2263731
0.16940697,0.028291298,0.37368277,0.1752424
0.21864828,0.0327713,0.5517861,0.24812764
0.32258493,0.0557113,0.7198088,0.34911358
0.520031,0.08820887,1.0983561,0.5466214
0.24921474,0.04394257,0.5870706,0.27643242
1.0247635,0.16056505,3.0394702,1.2140479
0.2885849,0.04724984,0.69410366,0.32802683
1.0757791,0.1814203,2.1702323,1.1185434
0.83759564,0.17288713,1.9728546,1.0102011
0.47299016,0.08343048,1.0401239,0.54452753
0.25044805,0.045550533,0.5663537,0.28041908
0.3985383,0.052650858,0.8291044,0.3530582
0.7098776,0.11842117,1.7966694,0.795574
0.67228836,0.106326774,2.0122004,0.7817211
0.9884711,0.16378316,2.1229868,1.0822808
0.46011773,0.07029074,1.25625,0.5762395
1.2839103,0.23051453,2.9790492,1.5412585
1.0726762,0.21493584,2.5605357,1.3532208
0.8897413,0.13526131,1.8827485,0.86065954
0.82101005,0.13703987,1.724056,0.911856
0.53657776,0.089990996,1.1463634,0.5899355
0.34662232,0.05476361,0.92344177,0.3956339
1.188626,0.20175497,2.535215,1.3166033
0.23909052,0.034888286,0.51721054,0.22484866
0.28168568,0.046796102,0.60385835,0.27320167
0.6888363,0.11835825,1.7673544,0.84850764
0.9577814,0.16701369,2.2633066,1.1509433
0.18765436,0.026472459,0.41807896,0.18071452
1.0456623,0.13662764,2.8011017,1.1640253
0.80668145,0.15255757,1.8622262,1.0476811
1.0018127,0.15728915,2.1710153,1.0299883
0.23553947,0.039727177,0.50755763,0.23053753
0.25172344,0.036336977,0.54341626,0.23402847
0.33150968,0.051115915,0.6896728,0.30672166
0.96243274,0.20641193,2.356108,1.3981849
0.41092235,0.05583537,1.0952389,0.47181708
0.24559806,0.036179695,0.5431123,0.24057595
1.0197207,0.18792589,2.4031618,1.3354405
0.53781986,0.09658893,1.2843286,0.69252276
0.3285791,0.054191083,0.76154774,0.35965738
0.92702025,0.14756152,1.8877044,0.9551092
0.8926465,0.14763068,1.8059293,0.9208512
1.2179657,0.23545487,2.6163738,1.4312533
1.0585873,0.15136309,3.392911,1.2552623
0.815397,0.12322584,1.7151911,0.75390947
0.9999583,0.16724959,2.0949004,1.1068455
1.2050208,0.2566519,2.8190587,1.5020998
0.94403476,0.14981303,1.9263998,0.89141864
1.2278537,0.21990827,2.5763662,1.3028079
1.1737136,0.21696651,2.4814463,1.2836179
1.2112911,0.1826762,2.4335954,1.0681106
1.0839175,0.19350846,2.298435,1.1549175
1.1642196,0.21301603,2.4797297,1.2975266
0.67753345,0.121021904,1.4374902,0.76625454
1.1607738,0.24346362,2.642927,1.4130286
1.0204874,0.16464223,2.0808647,1.0679281
0.23991716,0.038933285,0.5116573,0.22447366
1.1960875,0.17460702,2.3922253,1.0340606
0.80407494,0.13040066,1.6435598,0.8287541
1.0850716,0.18903488,2.234524,1.1575146
0.69866914,0.11591321,1.4604346,0.748365
0.7878421,0.13264878,1.8728244,0.93446887
0.3221709,0.055603843,0.8149728,0.36734104
0.70339274,0.114264496,1.6738387,0.76406145
0.6079226,0.10237219,1.2852916,0.6536271
0.70747447,0.10902447,1.4521858,0.64053607
0.52507627,0.09027852,1.1473385,0.59390664
1.1549739,0.19711177,2.3557844,1.2149343
1.1979845,0.2148892,2.58382,1.3563141
0.84626955,0.12879595,1.9622105,0.91722095
0.68333477,0.15468577,1.74685,1.1231457
1.2409282,0.29210177,2.990442,1.8159049
1.1603324,0.17245194,2.3624492,1.2043526
1.1560746,0.20940137,2.4322312,1.289239
1.1930058,0.21785003,2.8613937,1.4369917
0.5564203,0.09536381,1.3553938,0.69188684
0.44068655,0.076094724,1.0468107,0.488714
0.74911255,0.16299134,1.8379923,1.1026719
1.234675,0.16890396,3.3249102,1.3903455
0.97484833,0.16942546,2.6552596,1.2605071
0.38727513,0.068438806,0.8788886,0.4393949
0.48616073,0.07607146,1.42943,0.59757215
1.1697344,0.1894884,2.511768,1.2652458
0.7921661,0.135651,1.7724972,1.0004324
0.6484819,0.10503141,1.4619812,0.6970215
1.2869614,0.19555634,3.536076,1.4958605
0.74084824,0.11715015,1.507916,0.74254596
1.2454246,0.2561482,3.129515,1.6587166
0.5124624,0.07638839,1.2214538,0.60432446
0.4489909,0.07682728,1.1134887,0.55923384
0.19053759,0.027855722,0.43208778,0.1877449
0.19775112,0.032786135,0.5479098,0.25617313
0.76762944,0.10990688,1.7154812,0.77766556
0.2570429,0.04204107,0.5424254,0.24064094
0.5534104,0.09775102,1.2008977,0.62449795
0.38824075,0.06269818,0.93108433,0.42654094
0.83950514,0.13948561,1.9967116,0.9383549
0.80165374,0.10566272,2.0420234,0.8968701
0.293288,0.052090846,0.6435469,0.30921233
0.8783726,0.1650645,2.0572603,1.04097
0.85699546,0.14567074,1.7656853,0.85747343
0.9401843,0.18004407,2.2496839,1.1827163
0.7951723,0.12400505,1.7329695,0.8054984
0.8585192,0.14553863,1.9026128,0.89265853
0.28268063,0.048237532,0.6178581,0.29315197
1.1650246,0.20725045,2.4783304,1.2066939
0.575535,0.097064435,1.3722277,0.64149225
0.1884245,0.034691785,0.5034208,0.30912778
0.863691,0.1433775,1.7680058,0.9038687
1.0897893,0.19307627,2.5866897,1.1946855
0.65567005,0.111115366,1.638684,0.72522736
0.4546462,0.072254844,1.1267599,0.5740607
0.89748096,0.16802134,2.2844415,1.1401057
0.57490593,0.08981534,1.6475506,0.6604135
0.48872846,0.08233567,1.24497,0.57271063
1.3472965,0.242749,3.4628563,1.7076465
1.111111,0.20830132,2.356929,1.2935035
0.45735043,0.07461045,1.1775405,0.51409155
1.2504545,0.21597108,2.647022,1.4366263
0.9036881,0.1530359,1.8702486,0.9390134
0.24270593,0.041418515,0.524447,0.23622629
0.6084444,0.08809235,1.3054163,0.63044786
1.0665842,0.20662886,2.3324006,1.193809
0.21472885,0.036169376,0.5966156,0.2599275
0.2932929,0.04284825,0.80358154,0.34164494
1.1848323,0.19737986,2.9146755,1.3836107
1.0198992,0.18482718,2.1649454,1.1059573
0.46317673,0.07064289,0.96923375,0.40473488
1.0660276,0.18978335,2.2860677,1.1231297
1.0024998,0.1896214,2.1667023,1.1619498
0.79195577,0.14055139,1.6547793,0.86066604
0.40776715,0.0756435,0.9448262,0.47572958
1.1883336,0.18453029,2.4578674,1.0885464
0.71338665,0.1252458,1.7292007,0.88915586
0.2677679,0.04845063,0.6034944,0.28871498
0.9695306,0.16582568,2.0452697,1.0001488
0.37661052,0.06161449,0.9340545,0.4582652
1.3861763,0.25871113,3.6801052,1.8298358
0.67928076,0.123441406,1.5157106,0.7802153
0.7556886,0.14181848,1.6898745,0.8535322
1.1359367,0.18019389,2.2922482,1.0643378
0.35987455,0.07838559,0.96631724,0.62099963
0.44980136,0.07828364,1.0819707,0.51728445
0.6260166,0.10466086,1.3752245,0.6799714
0.5996859,0.09664764,1.2217077,0.58032066
1.228917,0.19294487,2.6686666,1.2291739
0.5246932,0.07683262,1.1007879,0.50007874
0.31489158,0.046667084,0.68895394,0.3014598
1.1148183,0.20565742,2.3511536,1.2462043
0.6846174,0.12856932,1.5019684,0.807008
0.28663692,0.050527822,0.6420403,0.31715107
0.8061453,0.15978003,2.0628936,1.205337
1.2085158,0.17481592,2.7996535,1.3003869
1.0385948,0.19878979,2.4559662,1.4015961
0.58133507,0.09714321,1.1978147,0.5787631
0.68200827,0.10382599,1.4687774,0.76404613
1.1408384,0.2036628,2.552477,1.2569664
1.1587973,0.16357455,2.522707,1.1335616
0.7402596,0.11809929,1.5066702,0.7392912
1.2458501,0.21082036,2.5726476,1.2377849
1.2573994,0.22860545,2.6249526,1.3848133
0.576697,0.08267496,1.312122,0.60209656
0.48926637,0.07615221,1.0375115,0.45579046
1.3116499,0.25307766,2.8949308,1.5443484
0.9051529,0.15675709,1.8895484,0.9785742
1.3152391,0.23584764,3.2208366,1.4338633
1.0011955,0.16890723,2.6534173,1.127592
0.7978624,0.15227169,1.763862,0.90468884
1.1716247,0.19321446,2.8069148,1.3631153
1.3010468,0.2735136,3.0738876,1.7515726
1.0268172,0.2034311,2.259155,1.2037026
0.61125964,0.11497073,1.3598883,0.71353334
0.44758755,0.06859118,1.0921398,0.50164986
0.90449363,0.12645403,1.9093981,0.8137049
1.2144332,0.22984827,2.6107485,1.4089193
0.64849526,0.10616609,1.3234184,0.63295805
0.7263537,0.119027846,1.4734703,0.69349533
0.483417,0.08121006,1.2696733,0.5523957
0.21542083,0.028080259,0.45295507,0.19491974
0.4513784,0.08692092,1.0348921,0.55740863
0.9127949,0.14405355,2.2680671,1.0198933
0.35835233,0.054496292,0.9357469,0.4036304
1.2065086,0.20850077,2.5806043,1.4696666
0.7151326,0.11131069,1.9586681,0.8144803
0.27248448,0.047696833,0.65242267,0.3172138
0.2653542,0.048586633,0.6112057,0.30587175
1.2216219,0.20654407,2.5538788,1.2295585
0.49408627,0.10047093,1.2477734,0.80240124
0.2697635,0.046099212,0.5817446,0.27582607
0.3819193,0.055743393,0.93977106,0.43180054
1.0003631,0.20132147,2.255764,1.2245085
0.5168649,0.09657753,1.2091235,0.605195
0.20012495,0.034025252,0.43714055,0.20061298
0.9790721,0.18176919,2.0740275,1.1000963
0.20386133,0.0399325,0.49235386,0.25604418
1.1659634,0.18651605,2.5982006,1.2368329
0.91852134,0.17396046,2.0228183,1.0799973
1.1444674,0.18673693,2.3234942,1.0928864
0.9143961,0.17237493,2.0211174,1.0612528
0.92964906,0.1569164,2.2246869,1.0661131
1.1041232,0.21568194,2.5666637,1.2802098
0.57309127,0.093028605,1.27034,0.6001649
0.22387414,0.035125207,0.54518604,0.25226963
0.49901146,0.08213528,1.038872,0.46996284
0.92995363,0.18760058,2.151559,1.1369686
1.1012923,0.17389657,3.0043666,1.2803969
0.7362386,0.13717881,1.7901449,0.9014305
0.46673697,0.07693321,1.1524415,0.57770973
0.84738976,0.17039835,1.8935133,1.0390886
0.17179827,0.02954484,0.39309683,0.18433917
0.9601416,0.15950483,2.569117,1.1263766
0.8111062,0.13921596,1.8432306,0.9012082
1.0997359,0.1820507,2.2148857,1.1211168
1.081421,0.21846141,2.494667,1.3220655
1.1893069,0.21569245,2.762685,1.4508712
0.23173618,0.037634842,0.5230506,0.24201508
0.28269064,0.05173354,0.6397758,0.32485723
0.8550977,0.13719612,1.7633264,0.9061369
1.239589,0.20270643,2.6660454,1.2604512
0.42745206,0.06427609,1.0711257,0.47858068
1.0699943,0.21406102,2.4706237,1.3183059
0.6578411,0.11574217,1.5851862,0.8063569
0.7697388,0.12454807,1.5571576,0.7264698
0.9227767,0.17724589,2.162101,1.0364752
0.5492174,0.09723349,1.1705962,0.6052469
1.2523358,0.25388342,2.755544,1.5029556
0.27747563,0.045238204,0.7018258,0.33677202
0.49628687,0.06630988,1.0949738,0.46851945
0.5017507,0.082572356,1.2415695,0.5618658
1.0815561,0.20828982,2.336194,1.2262378
0.3810322,0.06250094,0.9374015,0.4696386
0.55635667,0.0972287,1.3591981,0.6926087
0.4092043,0.06909288,0.8940223,0.40583378
0.7492869,0.097930096,1.5961318,0.6744471
1.1519417,0.20356365,2.3761446,1.2569917
1.309833,0.24134123,3.3043292,1.4663436
0.57606184,0.08787852,1.2982299,0.5966988
0.35213983,0.05124625,0.8562104,0.41042235
1.0034596,0.21619302,2.410815,1.3273003
0.6564893,0.111145,1.3696882,0.68510664
0.5052122,0.08391025,1.3535243,0.66188645
0.76940644,0.108961314,1.6082168,0.6858478
0.27968776,0.04431186,0.5784492,0.25361535
1.0324374,0.15313406,2.149527,1.0221175
0.5694847,0.09409653,1.2035825,0.60498387
0.57190514,0.12010399,1.4248787,0.81494486
1.2947313,0.21040508,3.8829412,1.6125191
1.2167199,0.20713909,2.6212068,1.269331
0.31093362,0.04436613,0.68012553,0.2872221
1.3034468,0.22880083,3.0330102,1.5624868
0.74065524,0.1680418,1.7558026,1.0404369
0.21506378,0.043570947,0.56897694,0.32702205
0.33751047,0.056013983,0.83900183,0.42679217
0.9533929,0.16583666,2.1536546,1.1521758
1.2871283,0.21596698,2.666106,1.4318911
1.0915312,0.23339313,2.4564917,1.3982595
1.0544716,0.20125425,2.2650993,1.2121596
0.6697599,0.10510192,1.37797,0.670983
0.9839638,0.16465348,2.3914628,1.0831
0.23160265,0.03595783,0.5120992,0.22596867
0.37675008,0.06529257,0.8976703,0.42628983
0.37387696,0.068256594,0.86768126,0.4696904
0.2944152,0.06323019,0.70597094,0.4184473
0.99860984,0.15856256,2.458157,1.0707306
0.8358945,0.19608435,2.0961099,1.2291086
1.1507382,0.18114462,2.4800982,1.211465
0.7542843,0.12141809,1.5255724,0.72214466
0.2433243,0.041254036,0.5567413,0.26022613
0.45607653,0.07942701,0.9903258,0.506315
1.1488094,0.16824237,2.438912,1.1152476
1.1142932,0.1877387,2.301531,1.1500204
0.46696985,0.0780588,0.9996233,0.50430506
1.103779,0.19212192,2.3999887,1.1611338
0.46416783,0.08189074,1.0844293,0.5469953
0.74859256,0.16331154,1.9005828,1.0543962
0.5380326,0.10538111,1.2382878,0.6753853
0.31355163,0.05572656,0.75675523,0.35094902
0.40587267,0.06810976,0.86470956,0.4129418
0.53177094,0.086894475,1.1441355,0.536706
0.23145486,0.040079363,0.53009635,0.24962975
0.4244956,0.069829136,1.0732887,0.5381576
0.2961472,0.051479544,0.84104013,0.3530008
0.41406187,0.0676834,0.90619624,0.4302531
1.1587967,0.225185,2.7867906,1.4233583
0.23448716,0.036117584,0.5706534,0.26003823
0.52998036,0.08753649,1.3964758,0.6943491
0.24430947,0.04387636,0.6120304,0.29169315
0.17205122,0.029371614,0.40486482,0.18738773
1.1454289,0.16679412,2.4829667,1.1285104
0.6940042,0.16117735,1.8194737,1.0997161
0.6349294,0.094293095,1.3201127,0.62650675
0.798236,0.15185417,2.0175624,0.9268213
1.063772,0.16732937,2.5229492,1.1480582
0.9362016,0.16290423,2.0322397,1.1179973
0.29971424,0.051284555,0.86950994,0.35401326
0.5519607,0.098237716,1.1780442,0.60495466
0.92708176,0.17745273,2.2321296,1.2999247
0.34378016,0.06037627,0.75505745,0.35510376
0.357745,0.06966134,0.8824617,0.44521677
0.8391936,0.15387578,1.9410851,1.0031787
1.1593899,0.21835765,2.4693563,1.2740678
0.7232696,0.1367855,1.783649,0.99261403
1.0411025,0.18369964,2.1857777,1.1413138
0.895363,0.13882507,2.1607423,0.9828422
0.6293584,0.1343016,1.5204747,0.80886585
1.0048193,0.1691437,2.031756,1.0468881
0.25610325,0.042086437,0.57002753,0.26423153
1.0907977,0.1829515,2.2538655,1.1902348
0.96126705,0.1721214,2.1023984,1.097985
0.39970088,0.07024757,0.9016935,0.46140215
0.37415147,0.050795417,1.0674728,0.43852538
0.81254756,0.13354224,1.6627876,0.79156524
0.38683566,0.062623896,0.89975584,0.4217862
0.4255577,0.05967649,0.9279399,0.39856073
0.48182395,0.086315505,1.0677195,0.5477773
0.26355794,0.052928966,0.62347484,0.33196068
0.5971508,0.09301714,1.2615618,0.54693246
0.93596673,0.16054715,1.9566061,1.0241897
0.23103452,0.03932207,0.58175725,0.28313872
0.74524474,0.13796324,1.7373267,0.83448344
0.19355763,0.031243619,0.42281923,0.18456852
0.28946146,0.054263543,0.66666,0.33418092
0.3238272,0.06280252,0.84203535,0.38378173
0.45389187,0.075001076,0.99791634,0.46341598
1.2108059,0.20340768,2.477398,1.2212111
0.57080877,0.096056074,1.251281,0.621076
0.47431666,0.06712111,1.1898042,0.53337425
0.5223972,0.09691137,1.1702406,0.60435873
0.7718712,0.14673342,1.7262437,0.89170986
1.2452291,0.26813975,2.9035068,1.5553604
1.0916435,0.18794103,2.5746703,1.2637715
1.3647203,0.2323995,3.701358,1.615179
1.1242334,0.20449592,2.3842843,1.2177858
1.0916891,0.20602098,2.338722,1.2010086
0.58651716,0.1105426,1.4448909,0.7069637
0.77149683,0.12364687,1.5596865,0.7428486
1.0530946,0.15647146,2.205996,1.0418279
0.80883527,0.12105758,2.2494407,0.9421161
0.8119098,0.12869087,1.6538339,0.8274615
0.76274854,0.13352072,1.698561,0.81718737
1.2325262,0.2124572,2.8888814,1.459693
1.0704777,0.17045301,2.1782973,1.0896108
0.32891023,0.053115174,0.717554,0.34811157
0.34123716,0.060986485,0.74184334,0.35994533
1.0125561,0.19707115,2.2457118,1.238452
0.5115392,0.08872273,1.1163791,0.5482825
1.0895005,0.17974664,2.1769621,1.0875181
0.29102024,0.05128187,0.69845235,0.33803064
0.49968278,0.08630652,1.1239537,0.5525333
0.8792356,0.1510477,1.8564595,0.92116946
1.2360421,0.20290717,3.1470973,1.3969923
1.3127238,0.22991207,3.0712678,1.5785509
1.001254,0.17347626,2.3278134,1.2320187
1.27541,0.2372446,3.2717695,1.5138934
1.0826935,0.17289487,2.1957507,1.0370431
0.8871492,0.14990187,2.0763679,1.0667651
0.38530266,0.060224544,0.8221083,0.38000602
0.48692766,0.079426184,1.0007275,0.4627346
0.9325069,0.16276881,1.955455,1.0196321
0.57146436,0.08836022,1.221521,0.62220514
0.9285896,0.16082352,1.9285277,0.95589525
1.0974277,0.20854117,2.3405406,1.2456841
1.2314146,0.2883304,3.1702495,2.0191464
1.037055,0.19019948,2.5797405,1.2573537
0.55708975,0.09474108,1.3560808,0.701169
1.1982323,0.23165908,2.8147206,1.5396928
1.2741046,0.23585093,2.8264952,1.6119
0.17869668,0.03345413,0.4140643,0.20692155
